source,unit_id,year,volume,issue,doi,pmcid,openalex_id,title,authors,type,oa_status,oa_url,pdf_url,landing_page_url
Journal of Neuroscience,journal_of_neuroscience_v25_i11,2005,25,11,10.1523/jneurosci.4906-04.2005,,https://openalex.org/W2136235652,Stimulus-Dependent Changes in Spike Threshold Enhance Feature Selectivity in Rat Barrel Cortex Neurons,W. Bryan Wilent; Diego Contreras,article,bronze,https://www.jneurosci.org/content/jneuro/25/11/2983.full.pdf,https://www.jneurosci.org/content/jneuro/25/11/2983.full.pdf,https://doi.org/10.1523/jneurosci.4906-04.2005
Journal of Neuroscience,journal_of_neuroscience_v25_i12,2005,25,12,10.1523/jneurosci.4476-04.2005,,https://openalex.org/W2138808525,The Relationship between Task Performance and Functional Magnetic Resonance Imaging Response,Giedrius T. Buračas; Ione Fine; Geoffrey M. Boynton,article,bronze,https://www.jneurosci.org/content/jneuro/25/12/3023.full.pdf,https://www.jneurosci.org/content/jneuro/25/12/3023.full.pdf,https://doi.org/10.1523/jneurosci.4476-04.2005
Journal of Neuroscience,journal_of_neuroscience_v25_i13,2005,25,13,10.1523/jneurosci.4107-04.2005,,https://openalex.org/W2093978318,Neuronal Mechanisms of Repetition Priming in Occipitotemporal Cortex: Spatiotemporal Evidence from Functional Magnetic Resonance Imaging and Electroencephalography,Christian J. Fiebach; Thomas Gruber; Gernot G. Supp,article,bronze,https://www.jneurosci.org/content/jneuro/25/13/3414.full.pdf,https://www.jneurosci.org/content/jneuro/25/13/3414.full.pdf,https://doi.org/10.1523/jneurosci.4107-04.2005
Journal of Neuroscience,journal_of_neuroscience_v25_i13,2005,25,13,10.1523/jneurosci.5227-04.2005,,https://openalex.org/W2031851277,Monosynaptic Connections between Pairs of Spiny Stellate Cells in Layer 4 and Pyramidal Cells in Layer 5A Indicate That Lemniscal and Paralemniscal Afferent Pathways Converge in the Infragranular Somatosensory Cortex,Dirk Feldmeyer; Arnd Roth; Bert Sakmann,article,bronze,https://www.jneurosci.org/content/jneuro/25/13/3423.full.pdf,https://www.jneurosci.org/content/jneuro/25/13/3423.full.pdf,https://doi.org/10.1523/jneurosci.5227-04.2005
Journal of Neuroscience,journal_of_neuroscience_v25_i15,2005,25,15,10.1523/jneurosci.4250-04.2005,,https://openalex.org/W2157501632,Phase Synchrony among Neuronal Oscillations in the Human Cortex,J. Matias Palva; Satu Palva; Kai Kaila,article,bronze,https://www.jneurosci.org/content/jneuro/25/15/3962.full.pdf,https://www.jneurosci.org/content/jneuro/25/15/3962.full.pdf,https://doi.org/10.1523/jneurosci.4250-04.2005
Journal of Neuroscience,journal_of_neuroscience_v25_i15,2005,25,15,10.1523/jneurosci.0491-05.2005,,https://openalex.org/W2012032798,Optical Current Source Density Analysis in Hippocampal Organotypic Culture Shows That Spreading Depression Occurs with Uniquely Reversing Currents,Phillip E. Kunkler; Raymond E. Hulse; Michael Schmitt; Charles Nicholson; Richard P. Kraig,article,bronze,https://www.jneurosci.org/content/jneuro/25/15/3952.full.pdf,https://www.jneurosci.org/content/jneuro/25/15/3952.full.pdf,https://doi.org/10.1523/jneurosci.0491-05.2005
Journal of Neuroscience,journal_of_neuroscience_v25_i17,2005,25,17,10.1523/jneurosci.4697-04.2005,,https://openalex.org/W2075956695,Redundancy and Synergy of Neuronal Ensembles in Motor Cortex,Nandakumar S. Narayanan; Eyal Y. Kimchi; Mark Laubach,article,bronze,https://www.jneurosci.org/content/jneuro/25/17/4207.full.pdf,https://www.jneurosci.org/content/jneuro/25/17/4207.full.pdf,https://doi.org/10.1523/jneurosci.4697-04.2005
Journal of Neuroscience,journal_of_neuroscience_v25_i18,2005,25,18,10.1523/jneurosci.4298-04.2005,,https://openalex.org/W2061018405,Kinetics of Exocytosis Is Faster in Cones Than in Rods,Katalin Rábl; Lucia Cadetti; Wallace B. Thoreson,article,bronze,https://www.jneurosci.org/content/jneuro/25/18/4633.full.pdf,https://www.jneurosci.org/content/jneuro/25/18/4633.full.pdf,https://doi.org/10.1523/jneurosci.4298-04.2005
Journal of Neuroscience,journal_of_neuroscience_v25_i2,2005,25,2,10.1523/jneurosci.3369-04.2005,,https://openalex.org/W2044986415,Distinct Properties of Stimulus-Evoked Bursts in the Lateral Geniculate Nucleus,Henry J. Alitto; Theodore G. Weyand; W. Martin Usrey,article,bronze,https://www.jneurosci.org/content/jneuro/25/2/514.full.pdf,https://www.jneurosci.org/content/jneuro/25/2/514.full.pdf,https://doi.org/10.1523/jneurosci.3369-04.2005
Journal of Neuroscience,journal_of_neuroscience_v25_i2,2005,25,2,10.1523/jneurosci.3950-04.2005,,https://openalex.org/W2041674840,High-Threshold K <sup>+</sup> Current Increases Gain by Offsetting a Frequency-Dependent Increase in Low-Threshold K <sup>+</sup> Current,Fernando R. Fernandez; W. Hamish Mehaffey; Michael L. Molineux; Ray W. Turner,article,bronze,https://www.jneurosci.org/content/jneuro/25/2/363.full.pdf,https://www.jneurosci.org/content/jneuro/25/2/363.full.pdf,https://doi.org/10.1523/jneurosci.3950-04.2005
