source,unit_id,year,volume,issue,doi,pmcid,openalex_id,title,authors,type,oa_status,oa_url,pdf_url,landing_page_url
Physical Review Letters,physical_review_letters_v100_i1,2008,100,1,10.1103/physrevlett.100.012501,,https://openalex.org/W2072895181,First Penning Trap Mass Measurements beyond the Proton Drip Line,,article,,,https://arxiv.org/pdf/nucl-ex/0701030,
Physical Review Letters,physical_review_letters_v100_i1,2008,100,1,10.1103/physrevlett.100.012301,,https://openalex.org/W1483543036,Sonic Booms and Diffusion Wakes Generated by a Heavy Quark in Thermal Gauge-String Duality,,article,,,https://arxiv.org/pdf/0706.4307,
Physical Review Letters,physical_review_letters_v100_i1,2008,100,1,10.1103/physrevlett.100.011101,,https://openalex.org/W2052409415,Effects of Inelastic Neutrino-Nucleus Scattering on Supernova Dynamics and Radiated Neutrino Spectra,,article,,,https://arxiv.org/pdf/0706.1687,
Physical Review Letters,physical_review_letters_v100_i1,2008,100,1,10.1103/physrevlett.100.010403,,https://openalex.org/W1982239633,Nonperturbative Vacuum-Polarization Effects in Proton-Laser Collisions,,article,,,https://arxiv.org/pdf/0708.0475,
Physical Review Letters,physical_review_letters_v100_i1,2008,100,1,10.1103/physrevlett.100.011301,,https://openalex.org/W2022238562,Abundant Stable Gauge Field Hair for Black Holes in Anti–de Sitter Space,,article,,,https://arxiv.org/pdf/0708.2356,
Physical Review Letters,physical_review_letters_v100_i10,2008,100,10,10.1103/physrevlett.100.101101,,https://openalex.org/W2066945863,First Observation of the Greisen-Zatsepin-Kuzmin Suppression,,article,,,https://arxiv.org/pdf/astro-ph/0703099,
Physical Review Letters,physical_review_letters_v100_i10,2008,100,10,10.1103/physrevlett.100.101802,,https://openalex.org/W1608758104,"Search for<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msubsup><mml:mi>B</mml:mi><mml:mi>s</mml:mi><mml:mn>0</mml:mn></mml:msubsup><mml:mo>→</mml:mo><mml:msup><mml:mi>μ</mml:mi><mml:mo>+</mml:mo></mml:msup><mml:msup><mml:mi>μ</mml:mi><mml:mo>−</mml:mo></mml:msup></mml:math>and<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msup><mml:mi>B</mml:mi><mml:mn>0</mml:mn></mml:msup><mml:mo>→</mml:mo><mml:msup><mml:mi>μ</mml:mi><mml:mo>+</mml:mo></mml:msup><mml:msup><mml:mi>μ</mml:mi><mml:mo>−</mml:mo></mml:msup></mml:math>Decays with<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mn>2</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:msup><mml:mi>fb</mml:mi><mml:mrow><mml:mo>−</mml:mo><mml:mn>1</mml:mn></mml:mrow></mml:msup></mml:math>of<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>p</mml:mi><mml:mover accent=""true""><mml:mi>p</mml:mi><mml:mo>¯</mml:mo></mml:mover></mml:math>Collisions",,article,,,https://arxiv.org/pdf/0712.1708,
Physical Review Letters,physical_review_letters_v100_i10,2008,100,10,10.1103/physrevlett.100.102003,,https://openalex.org/W2152760030,"Observation of<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>Y</mml:mi><mml:mo stretchy=""false"">(</mml:mo><mml:mn>2175</mml:mn><mml:mo stretchy=""false"">)</mml:mo></mml:math>in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>J</mml:mi><mml:mo>/</mml:mo><mml:mi>ψ</mml:mi><mml:mo>→</mml:mo><mml:mi>η</mml:mi><mml:mi>ϕ</mml:mi><mml:msub><mml:mi>f</mml:mi><mml:mn>0</mml:mn></mml:msub><mml:mo stretchy=""false"">(</mml:mo><mml:mn>980</mml:mn><mml:mo stretchy=""false"">)</mml:mo></mml:math>",,article,,,https://arxiv.org/pdf/0712.1143,
Physical Review Letters,physical_review_letters_v100_i10,2008,100,10,10.1103/physrevlett.100.102002,,https://openalex.org/W1763382822,"Measurement of the Shape of the Boson-Transverse Momentum Distribution in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>p</mml:mi><mml:mover accent=""true""><mml:mi>p</mml:mi><mml:mo>¯</mml:mo></mml:mover><mml:mo>→</mml:mo><mml:mi>Z</mml:mi><mml:mo>/</mml:mo><mml:msup><mml:mi>γ</mml:mi><mml:mo>*</mml:mo></mml:msup><mml:mo>→</mml:mo><mml:msup><mml:mi>e</mml:mi><mml:mo>+</mml:mo></mml:msup><mml:msup><mml:mi>e</mml:mi><mml:mo>−</mml:mo></mml:msup><mml:mo>+</mml:mo><mml:mi>X</mml:mi></mml:math>Events Produced at<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msqrt><mml:mi>s</mml:mi></mml:msqrt><mml:mo>=</mml:mo><mml:mn>1.96</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:math>",,article,,,https://arxiv.org/pdf/0712.0803,
Physical Review Letters,physical_review_letters_v100_i10,2008,100,10,10.1103/physrevlett.100.105004,,https://openalex.org/W1983913320,Dynamic Control of Laser-Produced Proton Beams,,article,,,https://arxiv.org/pdf/0710.4014,
